Peildatum;Netbeheerder;Gemeente;CBS Buurt;CBS Buurtcode;Maximum (omvormer) capaciteit_wind_in aanleg;Maximum (omvormer) capaciteit_wind_in bedrijf;Maximum (omvormer) capaciteit_zon_in aanleg;Maximum (omvormer) capaciteit_zon_in bedrijf
202106;Enexis;Deventer;Brinkgreven;BU01500407;0;0;0;1
202106;Enexis;Deventer;Borgele;BU01500501;0;0;0;0
202106;Enexis;Deventer;Platvoet;BU01500502;0;0;0;1
202106;Enexis;Deventer;Ludgeruskwartier;BU01500601;0;0;0;0
202106;Enexis;Deventer;Oranjekwartier;BU01500604;0;0;0;0
202106;Enexis;Deventer;Landsherenkwartier;BU01500605;0;0;0;0
202106;Enexis;Deventer;Deltabuurt;BU01500702;0;0;0;0
202106;Enexis;Deventer;Hoornwerk;BU01500703;0;0;0;0
202106;Enexis;Deventer;Industrieterrein;BU01500704;0;0;0;5
202106;Enexis;Deventer;Kloosterlanden;BU01500705;0;0;0;2
202106;Enexis;Deventer;Blauwenoord;BU01500803;0;0;0;0
202106;Enexis;Deventer;Op den Haar;BU01500901;0;0;0;0
202106;Enexis;Deventer;Steinvoorde;BU01500902;0;0;0;0
202106;Enexis;Deventer;Snipperling;BU01501001;0;0;0;1
202106;Enexis;Deventer;De Scheg;BU01501003;0;0;0;0
202106;Enexis;Deventer;Colmschaterenk;BU01501004;0;0;0;0
202106;Enexis;Deventer;Handelspark De Weteringen;BU01501009;0;0;0;1
202106;Enexis;Deventer;Bannink;BU01501010;0;0;0;0
202106;Enexis;Deventer;Oxerhof;BU01501011;0;0;0;1
202106;Enexis;Deventer;Tjoene;BU01501103;0;0;0;0
202106;Enexis;Deventer;Dorp Schalkhaar;BU01501201;0;0;0;0
202106;Enexis;Deventer;Averlo en Frieswijk;BU01501202;0;0;0;1
202106;Enexis;Deventer;Buitengebied Lettele en Okkenbroek;BU01501403;0;0;0;0
202106;Enexis;Deventer;Dorp Bathmen;BU01501501;0;0;12;0
202106;Enexis;Deventer;Loo;BU01501502;0;0;0;0
202106;Enexis;Deventer;Dortherhoek;BU01501503;0;0;1;0
202106;Enexis;Deventer;Zuidloo;BU01501504;0;0;0;0
202106;Enexis;Enschede;City;BU01530000;0;0;0;0
202106;Enexis;Enschede;De Laares;BU01530002;0;0;0;0
202106;Enexis;Enschede;De Bothoven;BU01530003;0;0;0;0
202106;Enexis;Enschede;Getfert;BU01530005;0;0;0;0
202106;Enexis;Enschede;Veldkamp-Getfert-West;BU01530006;0;0;0;0
202106;Enexis;Enschede;Horstlanden-Stadsweide;BU01530007;0;0;0;0
202106;Enexis;Enschede;Boddenkamp;BU01530008;0;0;0;0
202106;Enexis;Enschede;Velve-Lindenhof;BU01530100;0;0;0;0
202106;Enexis;Enschede;Wooldrik;BU01530101;0;0;0;0
202106;Enexis;Enschede;Varvik-Diekman;BU01530103;0;0;1;0
202106;Enexis;Enschede;Boswinkel-De Braker;BU01530201;0;0;0;0
202106;Enexis;Enschede;Stevenfenne;BU01530203;0;0;0;0
202106;Enexis;Enschede;Elferink-Heuwkamp;BU01530205;0;0;1;0
202106;Enexis;Enschede;Stadsveld-Noord-Bruggert;BU01530206;0;0;0;0
202106;Enexis;Enschede;Tubantia-Toekomst;BU01530300;0;0;0;1
202106;Enexis;Enschede;Twekkelerveld;BU01530301;0;0;0;0
202106;Enexis;Enschede;Roombeek-Roomveldje;BU01530402;0;0;0;0
202106;Enexis;Enschede;Mekkelholt;BU01530403;0;0;0;0
202106;Enexis;Enschede;Deppenbroek;BU01530404;0;0;0;0
202106;Enexis;Enschede;Voortman-Amelink;BU01530405;0;0;0;0
202106;Enexis;Enschede;Drienerveld-U.T.;BU01530406;0;0;0;0
202106;Enexis;Enschede;Schreurserve;BU01530500;0;0;0;0
202106;Enexis;Enschede;Stroinkslanden Noord-Oost;BU01530600;0;0;0;0
202106;Enexis;Enschede;Wesselerbrink Noord-Oost;BU01530603;0;0;0;0
202106;Enexis;Enschede;Wesselerbrink Zuid-Oost;BU01530604;0;0;0;0
202106;Enexis;Enschede;Wesselerbrink Noord-West;BU01530606;0;0;0;1
202106;Enexis;Enschede;Helmerhoek-Noord;BU01530607;0;0;0;0
202106;Enexis;Enschede;Industrie- en havengebied;BU01530700;0;0;1;1
202106;Enexis;Enschede;Marssteden;BU01530701;0;0;0;2
202106;Enexis;Enschede;Koekoeksbeekhoek;BU01530702;0;0;0;0
202106;Enexis;Enschede;Kennispark;BU01530703;0;0;0;2
202106;Enexis;Enschede;Schipholt-Glanermaten;BU01530802;0;0;0;0
202106;Enexis;Enschede;De Slank;BU01530806;0;0;0;2
202106;Enexis;Enschede;Dorp Boekelo;BU01530901;0;0;0;0
202106;Enexis;Enschede;Buurtschap Lonneker-West;BU01530902;0;0;4;0
202106;Enexis;Enschede;Noord Esmarke;BU01530903;0;0;0;0
202106;Enexis;Enschede;Buurtschap Zuid-Esmarke;BU01530904;0;0;15;0
202106;Enexis;Enschede;Buurtschap Broekheurne;BU01530905;0;0;52;1
202106;Enexis;Enschede;Buurtschap Usselo;BU01530906;0;0;0;0
202106;Enexis;Enschede;Boekelerveld;BU01530907;0;0;0;17
202106;Enexis;Enschede;Buurtschap Twekkelo;BU01530908;0;0;0;2
202106;Enexis;Haaksbergen;Haaksbergen Kern-1;BU01580001;0;0;0;0
202106;Enexis;Haaksbergen;Haaksbergen Kern-2;BU01580002;0;0;0;0
202106;Enexis;Haaksbergen;Haaksbergen Kern-3;BU01580003;0;0;0;0
202106;Enexis;Haaksbergen;Veldmaat 1;BU01580010;0;0;0;0
202106;Enexis;Haaksbergen;De Pas;BU01580040;0;0;0;0
202106;Enexis;Haaksbergen;Industriegebied West;BU01580090;0;0;0;1
202106;Enexis;Haaksbergen;Industriegebied Brammelo;BU01580091;0;0;0;0
202106;Enexis;Haaksbergen;Verspreide huizen Langelo ten noorden van de spoorlijn;BU01580160;0;0;0;0
202106;Enexis;Haaksbergen;Verspreide huizen Langelo (gedeeltelijk) en Honesch;BU01580170;0;0;0;0
202106;Enexis;Haaksbergen;Verspreide huizen Veldmaat ten noorden van de spoorlijn;BU01580190;0;0;0;2
202106;Enexis;Haaksbergen;Verspreide huizen Sint Isidorushoeve;BU01580290;0;0;0;1
202106;Enexis;Haaksbergen;Verspreide huizen Buurse;BU01580390;0;0;1;0
202106;Enexis;Haaksbergen;Verspreide huizen Brammelo;BU01580490;0;0;0;1
202106;Enexis;Haaksbergen;Verspreide huizen Bretelerveld;BU01580590;0;0;8;0
202106;Enexis;Hardenberg;Verspreide huizen Ane;BU01600102;0;0;0;1
202106;Enexis;Hardenberg;Verspreide huizen Anerveen;BU01600201;0;0;0;1
202106;Enexis;Hardenberg;Balkbrug-Noord;BU01600402;0;0;0;1
202106;Enexis;Hardenberg;Balkbrug-Benedenvaart;BU01600404;0;0;0;1
202106;Enexis;Hardenberg;Verspreide huizen Reestgebied (ged.);BU01600406;0;0;0;0
202106;Enexis;Hardenberg;Verspreide huizen Bergentheimerveen;BU01600502;0;0;0;1
202106;Enexis;Hardenberg;Verspreide huizen Oud-Bergentheim;BU01600503;0;0;0;1
202106;Enexis;Hardenberg;Brucht;BU01600601;0;0;0;0
202106;Enexis;Hardenberg;Collendoorn;BU01600701;0;0;0;0
202106;Enexis;Hardenberg;De Krim-Streekdorp;BU01600802;0;0;0;0
202106;Enexis;Hardenberg;Verspreide huizen De Krim;BU01600804;0;0;0;0
202106;Enexis;Hardenberg;Verspreide huizen Nieuwlande;BU01600805;0;0;0;0
202106;Enexis;Hardenberg;Dedemsvaart-Noord;BU01600901;0;0;0;0
202106;Enexis;Hardenberg;Dedemsvaart-Zuidwest;BU01600902;0;0;0;0
202106;Enexis;Hardenberg;Dedemsvaart-Zuidoost;BU01600903;0;0;0;0
202106;Enexis;Hardenberg;Rheezerend;BU01600904;0;0;0;0
202106;Enexis;Hardenberg;Industriegebied Rollepaal;BU01600905;0;0;0;7
202106;Enexis;Hardenberg;Verspreide huizen Colenbranderbos;BU01600906;0;0;0;2
202106;Enexis;Hardenberg;Verspreide huizen Dedemsvaart;BU01600907;0;0;2;1
202106;Enexis;Hardenberg;Verspreide huizen Ommerkanaal;BU01600908;0;14;0;1
202106;Enexis;Hardenberg;Verspreide huizen Den Velde;BU01601001;0;0;0;0
202106;Enexis;Hardenberg;Gramsbergen Kern;BU01601201;0;0;0;1
202106;Enexis;Hardenberg;Heemserveen;BU01601301;0;0;14;0
202106;Enexis;Hardenberg;Verspreide huizen Holtheme-De Haandrik;BU01601401;0;0;0;0
202106;Enexis;Hardenberg;Verspreide huizen Holthone;BU01601501;0;0;0;0
202106;Enexis;Hardenberg;Hoogenweg;BU01601601;0;0;22;0
202106;Enexis;Hardenberg;Kloosterhaar Kern;BU01601701;0;0;0;0
202106;Enexis;Hardenberg;Verspreide huizen Kloosterhaar;BU01601702;0;0;0;6
202106;Enexis;Hardenberg;Verspreide huizen Lutten-West;BU01601902;0;0;0;2
202106;Enexis;Hardenberg;Verspreide huizen Oud-Lutten;BU01601904;0;0;0;1
202106;Enexis;Hardenberg;Verspreide huizen Marienberg;BU01602002;0;0;0;0
202106;Enexis;Hardenberg;Radewijk;BU01602101;0;0;0;1
202106;Enexis;Hardenberg;Rheezerveen;BU01602301;0;0;0;6
202106;Enexis;Hardenberg;Schuinesloot Kern;BU01602401;0;0;0;0
202106;Enexis;Hardenberg;Verspreide huizen Schuinesloot;BU01602402;0;0;0;0
202106;Enexis;Hardenberg;Verspreide huizen Sibculo;BU01602502;0;0;0;1
202106;Enexis;Hardenberg;Verspreide huizen Slagharen-Oost;BU01602603;0;0;0;0
202106;Enexis;Hardenberg;Verspreide huizen Slagharen-West;BU01602604;0;0;0;0
202106;Enexis;Hardenberg;Venebrugge;BU01602701;0;0;0;1
202106;Enexis;Hardenberg;Overig Stad Hardenberg;BU01602801;0;0;0;0
202106;Enexis;Hardenberg;Industriegebied;BU01602802;0;0;0;8
202106;Enexis;Hardenberg;Heemse-West Heemserbos;BU01602805;0;0;0;0
202106;Enexis;Hardenberg;Baalder;BU01602806;0;0;0;0
202106;Enexis;Hardenberg;Baalderveld;BU01602807;0;0;0;0
202106;Enexis;Hardenberg;Marslanden;BU01602808;0;0;0;1
202106;Enexis;Hardenberg;Centrum Saneringsgebied;BU01602809;0;0;0;0
202106;Enexis;Hardenberg;Bruchterveld Kern;BU01602901;0;0;0;0
202106;Enexis;Hardenberg;Verspreide huizen Bruchterveld;BU01602902;0;0;0;0
202106;Enexis;Hellendoorn;Den Dam;BU01630103;0;0;0;0
202106;Enexis;Hellendoorn;Zeeheldenwijk;BU01630201;0;0;0;0
202106;Enexis;Hellendoorn;Nijverdal-Centrum;BU01630301;0;0;0;0
202106;Enexis;Hellendoorn;Noetsele II en III;BU01630304;0;0;0;0
202106;Enexis;Hellendoorn;De Brake;BU01630402;0;0;0;0
202106;Enexis;Hellendoorn;De Blokken;BU01630405;0;0;0;0
202106;Enexis;Hellendoorn;'t Lochter;BU01630407;0;0;1;6
202106;Enexis;Hellendoorn;Hellendoorn;BU01630501;0;0;2;2
202106;Enexis;Hellendoorn;'t Hexel;BU01630503;0;0;0;0
202106;Enexis;Hellendoorn;Egede, Elen en Rhaan;BU01630505;0;0;1;1
202106;Enexis;Hellendoorn;Hulsen;BU01630506;0;0;0;0
202106;Enexis;Hellendoorn;Haarle;BU01630507;0;0;0;0
202106;Enexis;Hellendoorn;Daarle;BU01630508;0;0;0;1
202106;Enexis;Hellendoorn;Daalerveen;BU01630509;0;0;0;0
202106;Enexis;Hellendoorn;Marle;BU01630510;0;0;0;1
202106;Enexis;Hellendoorn;Hulsen dorp;BU01630601;0;0;0;0
202106;Enexis;Hellendoorn;Kruidenwijk Centrum;BU01630603;0;0;0;0
202106;Enexis;Hengelo;Binnenstad-Centrum;BU01640000;0;0;0;0
202106;Enexis;Hengelo;Binnenstad-Oost;BU01640002;0;0;0;0
202106;Enexis;Hengelo;Tichelwerk;BU01640101;0;0;0;0
202106;Enexis;Hengelo;'t Wilbert;BU01640102;0;0;0;0
202106;Enexis;Hengelo;Bedrijventerrein Timmersveld;BU01640103;0;0;0;0
202106;Enexis;Hengelo;'t Rot;BU01640204;0;0;0;0
202106;Enexis;Hengelo;Bartelinkshoek;BU01640302;0;0;0;0
202106;Enexis;Hengelo;Oosterveld;BU01640309;0;0;1;0
202106;Enexis;Hengelo;Zwavertshoek;BU01640400;0;0;0;0
202106;Enexis;Hengelo;Anninks-/Nijhofshoek;BU01640401;0;0;0;0
202106;Enexis;Hengelo;Groot Driene-Noord;BU01640403;0;0;0;0
202106;Enexis;Hengelo;Bedrijventerrein Twentekanaal-Zuid II;BU01640500;0;0;0;0
202106;Enexis;Hengelo;Berflo Es Noord;BU01640501;0;0;0;0
202106;Enexis;Hengelo;Berflo Es Zuid;BU01640502;0;0;0;0
202106;Enexis;Hengelo;Veldwijk-Noord;BU01640504;0;0;0;0
202106;Enexis;Hengelo;Veldwijk-Zuid;BU01640505;0;0;0;0
202106;Enexis;Hengelo;Boeldershoek;BU01640506;0;0;0;1
202106;Enexis;Hengelo;Bedrijventerrein Twentekanaal-Zuid I;BU01640600;0;0;1;11
202106;Enexis;Hengelo;Tuindorp 't Lansink;BU01640601;0;0;0;0
202106;Enexis;Hengelo;Bedrijventerrein Twentekanaal-Noord I;BU01640603;0;0;0;0
202106;Enexis;Hengelo;Nijverheid;BU01640604;0;0;0;0
202106;Enexis;Hengelo;Bedrijventerrein Zeggershoek;BU01640606;0;0;0;1
202106;Enexis;Hengelo;Bedrijventerrein Westermaat-Zuidwest;BU01640700;0;0;0;1
202106;Enexis;Hengelo;Woolde;BU01640701;0;0;0;1
202106;Enexis;Hengelo;Woolder Es;BU01640702;0;0;0;0
202106;Enexis;Hengelo;Weidedorp;BU01640703;0;0;0;0
202106;Enexis;Hengelo;Bedrijvenpark Westermaat-Zuidoost;BU01640704;0;0;0;0
202106;Enexis;Hengelo;Bedrijventerrein Westermaat-Noordoost;BU01640705;0;0;0;5
202106;Enexis;Hengelo;Het Broek;BU01640803;0;0;0;0
202106;Enexis;Hengelo;Verspreide huizen Slangenbeek;BU01640901;0;0;0;0
202106;Enexis;Hengelo;Stadspark Weusthag-Zuid;BU01640903;0;0;0;0
202106;Enexis;Hengelo;Verspreide huizen Driene;BU01640904;0;0;0;0
202106;Enexis;Hengelo;Verspreide huizen Twekkelo;BU01640905;0;0;0;0
202106;Enexis;Hengelo;Verspreide huizen Woolde;BU01640907;0;0;0;0
202106;Enexis;Hengelo;Verspreide huizen Beckum;BU01640909;0;0;0;1
202106;Enexis;Kampen;Binnenstad Kampen;BU01660000;0;0;0;0
202106;Enexis;Kampen;Groene Hart;BU01660002;0;0;0;0
202106;Enexis;Kampen;Flevowijk;BU01660005;0;0;0;0
202106;Enexis;Kampen;Industrieterrein Kampen;BU01660006;6;12;0;18
202106;Enexis;Kampen;Bovenbroek;BU01660007;0;0;0;0
202106;Enexis;Kampen;Cellesbroek;BU01660008;0;0;0;0
202106;Enexis;Kampen;Hagenbroek;BU01660009;0;0;0;0
202106;Enexis;Kampen;De Venen;BU01660011;0;0;0;0
202106;Enexis;Kampen;Polder Dronthen;BU01660016;0;0;0;0
202106;Enexis;Kampen;De Melm;BU01660017;0;0;0;0
202106;Enexis;Kampen;Kampereiland;BU01660018;0;0;0;1
202106;Enexis;Kampen;Industrieterrein IJsselmuiden;BU01660302;0;0;0;7
202106;Enexis;Kampen;De Waard;BU01660303;0;0;0;0
202106;Enexis;Kampen;De Koekoek;BU01660304;0;0;12;3
202106;Enexis;Kampen;Oosterholt;BU01660305;0;0;0;0
202106;Enexis;Kampen;Trekvaart;BU01660307;0;0;0;0
202106;Enexis;Kampen;Verspreide huizen Zalk;BU01660401;0;0;1;0
202106;Enexis;Kampen;Kamperveen;BU01660700;0;0;1;1
202106;Enexis;Kampen;Verspreide huizen polder Mastenbroek;BU01660900;0;0;1;3
202106;Enexis;Losser;Losser-West;BU01680001;0;0;0;0
202106;Enexis;Losser;Bedrijfsterrein Losser;BU01680002;0;0;3;0
202106;Enexis;Losser;Losser-Oost;BU01680003;0;0;0;1
202106;Enexis;Losser;Verspreide huizen Losser;BU01680009;0;0;0;0
202106;Enexis;Losser;Verspreide huizen Glane;BU01680109;0;0;0;0
202106;Enexis;Losser;Overdinkel kern;BU01680201;0;0;0;0
202106;Enexis;Losser;Verspreide huizen Overdinkel;BU01680209;0;0;20;2
202106;Enexis;Losser;Verspreide huizen De Lutte;BU01680309;0;0;0;2
202106;Enexis;Losser;Beuningen kern;BU01680401;0;0;0;0
202106;Enexis;Losser;Verspreide huizen Beuningen;BU01680409;0;0;0;0
202106;Enexis;Noordoostpolder;Marknesse-landelijk gebied;BU01710426;0;0;22;0
202106;Enexis;Oldenzaal;Het Hulsbeek;BU01731000;0;0;0;0
202106;Enexis;Ommen;Kern Ommen - Centrum;BU01750101;0;0;0;0
202106;Enexis;Ommen;Kern Ommen - Laarakkers;BU01750103;0;0;0;0
202106;Enexis;Ommen;Kern Ommen - Industrieterrein;BU01750105;0;0;0;1
202106;Enexis;Ommen;Buurtschap Varsen;BU01750109;0;0;0;1
202106;Enexis;Ommen;Buurtschap Emsland;BU01750111;0;0;0;2
202106;Enexis;Ommen;Kern Ommen - Zuid - ten noorden v spoor;BU01750113;0;0;0;0
202106;Enexis;Ommen;Kern Ommen - Zuid - ten zuiden v spoor;BU01750114;0;0;0;0
202106;Enexis;Ommen;Kern Ommen - Rotbrink;BU01750120;0;0;0;2
202106;Enexis;Ommen;Kern Ommen - Alteveer Bedrijven;BU01750122;0;0;0;1
202106;Enexis;Ommen;Buurtschap Arrienveld;BU01750202;0;9;0;0
202106;Enexis;Ommen;Buurtschap Beerze;BU01750301;0;0;0;0
202106;Enexis;Ommen;Kern Kloosterdijk;BU01750402;0;0;0;0
202106;Enexis;Ommen;Buurtschap Beerzerveld;BU01750403;0;0;0;0
202106;Enexis;Ommen;Buurtschap Dalmsholte;BU01750501;0;0;0;0
202106;Enexis;Ommen;Kern Lemele;BU01750701;0;0;0;0
202106;Enexis;Ommen;Buurtschap Stegerveld;BU01750802;0;0;0;3
202106;Enexis;Ommen;Buurtschap Vinkenbuurt;BU01751001;0;0;0;1
202106;Enexis;Ommen;Buurtschap Witharen;BU01751102;0;0;0;1
202106;Enexis;Ommen;Buurtschap Ommerveld;BU01751103;0;0;0;0
202106;Enexis;Raalte;Raalte Centrum;BU01770000;0;0;0;0
202106;Enexis;Raalte;De Enk en industrieterrein-Noordoost;BU01770001;0;0;1;2
202106;Enexis;Raalte;Blekkershoek;BU01770002;0;0;0;0
202106;Enexis;Raalte;De Hofstee;BU01770003;0;0;0;0
202106;Enexis;Raalte;Langkamp II;BU01770007;0;0;0;0
202106;Enexis;Raalte;Langkamp I;BU01770008;0;0;0;0
202106;Enexis;Raalte;Industriegebied De Zegge I en II;BU01770100;0;0;0;1
202106;Enexis;Raalte;Industriegebied De Zegge III;BU01770101;0;0;0;0
202106;Enexis;Raalte;Drostenkamp en Tijenraan;BU01770104;0;0;0;1
202106;Enexis;Raalte;Het Overstigt;BU01770107;0;0;0;0
202106;Enexis;Raalte;Verspreide huizen buitengebied;BU01770109;0;0;23;3
202106;Enexis;Raalte;Heeten-Kern;BU01770200;0;0;0;2
202106;Enexis;Raalte;Verspreide huizen Heeten;BU01770209;0;0;0;1
202106;Enexis;Raalte;Verspreide huizen Luttenberg I;BU01770308;0;0;22;0
202106;Enexis;Raalte;Verspreide huizen Luttenberg II;BU01770309;0;0;0;0
202106;Enexis;Raalte;Verspreide huizen Broekland II;BU01770408;0;0;2;1
202106;Enexis;Raalte;Verspreide huizen Broekland III;BU01770409;0;0;0;0
202106;Enexis;Raalte;Verspreide huizen Mariënheem I;BU01770507;0;0;0;0
202106;Enexis;Raalte;Verspreide huizen Mariënheem II;BU01770508;0;0;0;2
202106;Enexis;Raalte;Verspreide huizen Mariënheem III;BU01770509;0;0;0;0
202106;Enexis;Raalte;Nieuw Heeten;BU01770600;0;0;0;0
202106;Enexis;Raalte;Verspreide huizen Nieuw Heeten;BU01770609;0;0;0;0
202106;Enexis;Raalte;Heino-West;BU01770800;0;0;0;0
202106;Enexis;Raalte;Heino-Oost;BU01770801;0;0;0;0
202106;Enexis;Raalte;Heino-Noord;BU01770802;0;0;0;0
202106;Enexis;Raalte;Verspreide huizen Twentseweg en omgeving;BU01770806;0;0;6;0
202106;Enexis;Raalte;Verspreide huizen Veldhoek;BU01770807;0;0;0;1
202106;Enexis;Raalte;Verspreide huizen Laag Zuthem;BU01770909;0;0;0;1
202106;Enexis;Raalte;Lierderholthuis-Kern;BU01771000;0;0;0;0
202106;Enexis;Raalte;Verspreide huizen Molenweg en omgeving;BU01771009;0;0;0;0
202106;Enexis;Staphorst;Staphorst streek-Oost;BU01800003;0;0;0;0
202106;Enexis;Staphorst;Industrieterrein Staphorst;BU01800004;0;0;0;1
202106;Enexis;Staphorst;Staphorst-Zuid;BU01800005;0;0;0;0
202106;Enexis;Staphorst;Staphorst-Noord;BU01800006;0;0;0;0
202106;Enexis;Staphorst;Rouveen Streek-Zuid;BU01800101;0;0;0;0
202106;Enexis;Staphorst;Rouveen Streek-Noord;BU01800102;0;0;0;1
202106;Enexis;Staphorst;Verspreide huizen Dedemsvaart;BU01800206;0;2;0;0
202106;Enexis;Staphorst;Verspreide huizen Bisschops- en Munnikenslag;BU01800207;13;2;0;0
202106;Enexis;Staphorst;Verspreide huizen Geerenland;BU01800208;0;0;0;0
202106;Enexis;Staphorst;Verspreide huizen Oldmaten;BU01800209;0;0;0;0
202106;Enexis;Staphorst;Verspreide huizen Leyen;BU01800306;0;0;0;0
202106;Enexis;Staphorst;Verspreide huizen Berger Achthoven en omgeving;BU01800307;0;0;0;2
202106;Enexis;Staphorst;Verspreide huizen Rechterensweg en omgeving;BU01800309;0;0;0;0
202106;Enexis;Staphorst;IJhorst;BU01800400;0;0;0;0
202106;Enexis;Staphorst;Verspreide huizen IJhorst;BU01800409;0;0;0;0
202106;Enexis;Staphorst;Verspreide huizen Punthorst;BU01800509;0;2;0;1
202106;Enexis;Tubbergen;Tubbergen-Dorp;BU01830000;0;0;0;1
202106;Enexis;Tubbergen;Verspreide huizen Manderveen;BU01830008;0;0;0;0
202106;Enexis;Tubbergen;Verspreide huizen Tubbergen;BU01830009;0;0;0;1
202106;Enexis;Tubbergen;Albergen kern;BU01830100;0;0;0;0
202106;Enexis;Tubbergen;Verspreide huizen Albergen;BU01830109;0;0;1;1
202106;Enexis;Tubbergen;Harbrinkhoek kern;BU01830200;0;0;0;0
202106;Enexis;Tubbergen;Verspreide huizen Harbrinkhoek;BU01830209;0;0;0;0
202106;Enexis;Tubbergen;Geesteren kern;BU01830300;0;0;0;0
202106;Enexis;Tubbergen;Verspreide huizen Geesteren;BU01830309;0;0;0;3
202106;Enexis;Tubbergen;Langeveen kern;BU01830400;0;0;0;0
202106;Enexis;Tubbergen;Verspreide huizen Langeveen;BU01830409;0;0;0;0
202106;Enexis;Tubbergen;Verspreide huizen Hezingen;BU01830507;0;0;0;0
202106;Enexis;Tubbergen;Verspreide huizen Vasse;BU01830508;0;0;0;0
202106;Enexis;Tubbergen;Reutum kern;BU01830600;0;0;0;0
202106;Enexis;Tubbergen;Verspreide huizen Reutum;BU01830609;0;0;1;0
202106;Enexis;Tubbergen;Fleringen kern;BU01830700;0;0;0;0
202106;Enexis;Tubbergen;Verspreide huizen Fleringen;BU01830709;0;0;1;2
202106;Enexis;Wierden;Wierden-Noord;BU01890001;0;0;0;1
202106;Enexis;Wierden;De Maaten;BU01890003;0;0;0;0
202106;Enexis;Wierden;Verspreide huizen Lage Egge en omgeving;BU01890105;0;0;0;5
202106;Enexis;Wierden;Verspreide huizen Broeklanden;BU01890106;0;0;0;0
202106;Enexis;Wierden;Verspreide huizen Huurne I;BU01890107;0;0;0;1
202106;Enexis;Wierden;Verspreide huizen Wierdenseveld;BU01890109;0;0;0;0
202106;Enexis;Wierden;Verspreide huizen Hooge-Hexel;BU01890209;0;0;0;2
202106;Enexis;Wierden;Enter-Zuidwest;BU01890300;0;0;0;1
202106;Enexis;Wierden;Enter-West;BU01890303;0;0;0;1
202106;Enexis;Wierden;Verspreide huizen Enterveen en Elsslagen;BU01890407;0;0;2;2
202106;Enexis;Wierden;Verspreide huizen Zuiderveld;BU01890408;0;0;4;0
202106;Enexis;Wierden;Verspreide huizen Enterbroek en omgeving;BU01890409;0;0;1;2
202106;Enexis;Wierden;Verspreide huizen Rectum;BU01890507;0;0;0;1
202106;Enexis;Wierden;Verspreide huizen Notter;BU01890508;0;0;0;1
202106;Enexis;Wierden;Verspreide huizen Zuna;BU01890509;0;0;0;0
202106;Enexis;Zwolle;Binnenstad-Zuid;BU01931000;0;0;0;0
202106;Enexis;Zwolle;Noordereiland;BU01931020;0;0;0;0
202106;Enexis;Zwolle;Het Noorden;BU01931100;0;0;0;0
202106;Enexis;Zwolle;Bollebieste;BU01931120;0;0;0;0
202106;Enexis;Zwolle;Bagijneweide;BU01931140;0;0;0;0
202106;Enexis;Zwolle;Bedrijventerrein Floresstraat;BU01931180;0;0;0;2
202106;Enexis;Zwolle;Wipstrik-Zuid;BU01931210;0;0;0;0
202106;Enexis;Zwolle;Stationsbuurt;BU01931300;0;0;0;0
202106;Enexis;Zwolle;Oud-Assendorp;BU01931310;0;0;0;0
202106;Enexis;Zwolle;Wezenlanden;BU01931330;0;0;0;0
202106;Enexis;Zwolle;Pierik;BU01931340;0;0;0;0
202106;Enexis;Zwolle;Hanzeland;BU01931360;0;0;0;0
202106;Enexis;Zwolle;Kamperpoort;BU01931400;0;0;0;0
202106;Enexis;Zwolle;Veerallee;BU01931410;0;0;0;0
202106;Enexis;Zwolle;Bedrijventerrein Voorst-A;BU01932000;0;0;0;0
202106;Enexis;Zwolle;Bedrijventerrein Voorst-B;BU01932010;0;0;0;7
202106;Enexis;Zwolle;Oud-Westenholte;BU01932100;0;0;0;0
202106;Enexis;Zwolle;Vreugderijk;BU01932120;0;0;2;1
202106;Enexis;Zwolle;Bedrijventerrein Voorst-C;BU01932130;0;0;0;1
202106;Enexis;Zwolle;Bedrijventerrein Voorst-D;BU01932140;0;0;0;0
202106;Enexis;Zwolle;Frankhuis;BU01932200;0;0;0;0
202106;Enexis;Zwolle;Mastenbroek;BU01932210;0;0;0;0
202106;Enexis;Zwolle;Milligen;BU01932240;0;0;0;0
202106;Enexis;Zwolle;Breecamp;BU01932260;0;0;1;0
202106;Enexis;Zwolle;Holtenbroek IV;BU01933000;0;0;0;0
202106;Enexis;Zwolle;Aalanden-Midden;BU01933110;0;0;0;0
202106;Enexis;Zwolle;Haerst;BU01933220;0;0;0;26
202106;Enexis;Zwolle;Berkum;BU01934000;0;0;0;1
202106;Enexis;Zwolle;Bedrijventerrein de Vrolijkheid;BU01934010;0;0;0;0
202106;Enexis;Zwolle;Kantorenterrein-Oosterenk;BU01934030;0;0;1;5
202106;Enexis;Zwolle;Bedrijventerrein Hessenpoort;BU01934040;0;0;0;19
202106;Enexis;Zwolle;Tolhuislanden;BU01934050;0;20;0;0
202106;Enexis;Zwolle;Herfte;BU01934100;0;0;0;0
202106;Enexis;Zwolle;Bedrijventerrein Marslanden-Zuid;BU01934110;0;0;0;16
202106;Enexis;Zwolle;Wijthmen;BU01934120;0;0;0;0
202106;Enexis;Zwolle;Schellerbroek;BU01935020;0;0;0;0
202106;Enexis;Zwolle;Schellerlanden;BU01935030;0;0;0;0
202106;Enexis;Zwolle;Katerveer-Engelse Werk;BU01935080;0;0;0;1
202106;Enexis;Zwolle;Oud Ittersum;BU01935100;0;0;0;0
202106;Enexis;Zwolle;Gerenbroek;BU01935150;0;0;0;0
